task,project,sanitizer,crash_type,source_rev
miniz/arvo_27871,miniz,MSan,use-of-uninitialized-value /src/miniz/build/amalgamation/miniz.c:143:32 in mz_crc32,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
mongoose/arvo_51757,mongoose,ASan,"dynamic-stack-buffer-overflow /src/mongoose/mip/mip.c in csumup(unsigned int, void const*, unsigned long)",b46456c46838b2b090d7e6ded5bfdf1ff583dba7
mosquitto/arvo_55820,mosquitto,ASan,bad-free /src/llvm-project/compiler-rt/lib/asan/asan_malloc_linux.cpp:52:3 in __interceptor_free,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
mosquitto/arvo_55886,mosquitto,ASan,heap-use-after-free /src/mosquitto/src/conf.c:2098:35 in config__read_file_core,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
mosquitto/arvo_55948,mosquitto,ASan,stack-buffer-overflow /src/mosquitto/src/../lib/util_mosq.c:185:17 in mosquitto__hex2bin,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
mosquitto/arvo_57002,mosquitto,ASan,heap-buffer-overflow /src/llvm-project/compiler-rt/lib/asan/asan_interceptors.cpp:438:5 in __interceptor_strdup,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
mruby/arvo_18756,mruby,MSan,SEGV /src/mruby/src/string.c in str_decref,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
mruby/arvo_19902,mruby,ASan,stack-buffer-overflow /src/mruby/src/string.c:2542:12 in mrb_str_len_to_dbl,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
mruby/arvo_22507,mruby,ASan,stack-buffer-overflow /src/mruby/mrbgems/mruby-sprintf/src/sprintf.c:1153:10 in fmt_setup,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
mruby/arvo_34652,mruby,ASan,heap-buffer-overflow /src/mruby/src/fmt_fp.c:200:16 in mrb_format_float,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
mruby/arvo_34691,mruby,ASan,SEGV /src/mruby/src/array.c:614:14 in mrb_ary_shift_m,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
mruby/arvo_35109,mruby,ASan,negative-size-param /src/llvm-project/compiler-rt/lib/asan/asan_interceptors_memintrinsics.cpp:22:3 in __asan_memcpy,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
mruby/arvo_35727,mruby,ASan,heap-buffer-overflow /src/mruby/mrbgems/mruby-compiler/core/codegen.c:573:21 in dispatch,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
mruby/arvo_36464,mruby,ASan,heap-buffer-overflow /src/mruby/src/vm.c:1140:5 in mrb_vm_exec,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
mruby/arvo_36930,mruby,ASan,SEGV /src/mruby/include/mruby.h:1369:7 in mrb_check_frozen,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
mruby/arvo_38251,mruby,ASan,heap-buffer-overflow /src/mruby/src/vm.c:1468:11 in mrb_vm_exec,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
mruby/arvo_38298,mruby,ASan,heap-buffer-overflow /src/mruby/src/value_array.h:20:15 in value_move,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
mruby/arvo_38924,mruby,MSan,use-of-uninitialized-value /src/mruby/mrbgems/mruby-compiler/core/codegen.c:336:3 in mrb_decode_insn,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
mruby/arvo_45192,mruby,UBSan,undefined-behavior /src/mruby/src/string.c:54:3 in,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
mruby/arvo_47213,mruby,ASan,heap-use-after-free /src/llvm-project/compiler-rt/lib/asan/asan_interceptors_memintrinsics.cpp:22:3 in __asan_memcpy,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
mruby/arvo_48877,mruby,ASan,SEGV /src/mruby/mrbgems/mruby-bigint/core/bigint.c:613:10 in mpz_cmp,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
mruby/arvo_48915,mruby,MSan,SEGV /src/mruby/mrbgems/mruby-bigint/core/bigint.c:109:25 in digits,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
mruby/arvo_49045,mruby,ASan,heap-buffer-overflow /src/mruby/mrbgems/mruby-bigint/core/bigint.c in mpz_get_str,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
mruby/arvo_49259,mruby,ASan,heap-buffer-overflow /src/mruby/src/vm.c in mrb_vm_exec,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
mruby/arvo_49269,mruby,ASan,SEGV /src/mruby/mrbgems/mruby-bigint/core/bigint.c:93:25 in digits,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
mruby/arvo_49427,mruby,ASan,SEGV /src/mruby/mrbgems/mruby-bigint/core/bigint.c:190:17 in ucmp,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
mruby/arvo_49429,mruby,ASan,SEGV /src/mruby/mrbgems/mruby-bigint/core/bigint.c:367:18 in urshift,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
mruby/arvo_49542,mruby,MSan,use-of-uninitialized-value /src/mruby/mrbgems/mruby-bigint/core/bigint.c:454:9 in udiv,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
mruby/arvo_49550,mruby,MSan,SEGV /src/mruby/mrbgems/mruby-bigint/core/bigint.c:346:12 in lzb,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
mruby/arvo_52724,mruby,UBSan,undefined-behavior /src/mruby/src/string.c:54:3 in,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
mruby/arvo_53183,mruby,ASan,negative-size-param /src/llvm-project/compiler-rt/lib/asan/asan_interceptors_memintrinsics.cpp:22:3 in __asan_memcpy,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
mruby/arvo_56513,mruby,MSan,use-of-uninitialized-value /src/mruby/src/fmt_fp.c:314:24 in mrb_format_float,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
mruby/arvo_56991,mruby,ASan,heap-use-after-free /src/mruby/src/gc.c:789:8 in mrb_gc_mark,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
mruby/arvo_57037,mruby,ASan,SEGV /src/mruby/mrbgems/mruby-bigint/core/bigint.c:1230:7 in mrb_bint_sub,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
mruby/arvo_57672,mruby,ASan,heap-use-after-free /src/mruby/src/string.c:1685:23 in mrb_byte_hash_step,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
mruby/arvo_59827,mruby,MSan,use-of-uninitialized-value /src/mruby/src/gc.c:801:23 in obj_free,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
mruby/arvo_59931,mruby,ASan,heap-use-after-free /src/mruby/src/gc.c:801:23 in obj_free,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
mruby/arvo_62500,mruby,ASan,heap-buffer-overflow /src/mruby/mrbgems/mruby-pack/src/pack.c:1220:7 in read_tmpl,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
mruby/arvo_62822,mruby,ASan,heap-buffer-overflow /src/mruby/mrbgems/mruby-pack/src/pack.c:940:34 in unpack_bstr,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
mruby/arvo_64945,mruby,MSan,use-of-uninitialized-value /src/mruby/src/fmt_fp.c:321:24 in mrb_format_float,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
mruby/arvo_65996,mruby,ASan,heap-buffer-overflow /src/llvm-project/compiler-rt/lib/asan/../sanitizer_common/sanitizer_common_interceptors.inc:931:3 in memchr,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
mruby/arvo_66426,mruby,ASan,heap-buffer-overflow /src/mruby/src/string.c:619:24 in mrb_memsearch_ss,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
mruby/oss-fuzz_439237851,mruby,ASan,stack-use-after-return /src/mruby/mrbgems/mruby-bigint/core/bigint.c:505:9 in uzero_p,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
mruby/oss-fuzz_439279102,mruby,ASan,stack-use-after-return /src/mruby/mrbgems/mruby-bigint/core/bigint.c:2924:28 in mrb_bint_as_float,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
mruby/oss-fuzz_439494108,mruby,ASan,stack-use-after-return /src/mruby/mrbgems/mruby-bigint/core/bigint.c:726:58 in limb_addmul_1,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
mruby/oss-fuzz_440058794,mruby,MSan,use-of-uninitialized-value /src/mruby/src/hash.c:332:3 in mrb_obj_hash_code,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
mruby/oss-fuzz_440374762,mruby,ASan,stack-use-after-return /src/mruby/mrbgems/mruby-bigint/core/bigint.c:1993:27 in mpz_get_int,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
mupdf/arvo_46541,mupdf,MSan,use-of-uninitialized-value /src/mupdf/include/mupdf/fitz/context.h:753:7 in fz_drop_imp,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
mupdf/arvo_5492,mupdf,ASan,heap-use-after-free /src/mupdf/source/pdf/pdf-cmap.c:530:23 in add_range,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
mupdf/arvo_5494,mupdf,ASan,stack-buffer-overflow /src/mupdf/source/pdf/pdf-cmap.c:845:12 in pdf_lookup_cmap_full,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
mupdf/arvo_5496,mupdf,MSan,use-of-uninitialized-value /src/mupdf/source/pdf/pdf-xref.c:593:6 in pdf_load_version,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
mupdf/arvo_55868,mupdf,ASan,SEGV /src/mupdf/include/mupdf/fitz/context.h:809:7 in fz_drop_imp16,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
mupdf/arvo_56469,mupdf,MSan,use-of-uninitialized-value /src/mupdf/source/pdf/pdf-page.c:253:7 in pdf_lookup_page_obj,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
mupdf/arvo_5665,mupdf,MSan,use-of-uninitialized-value /src/mupdf/source/fitz/crypt-arc4.c:52:7 in fz_arc4_init,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
mupdf/arvo_5856,mupdf,MSan,SEGV /src/mupdf/source/pdf/pdf-xref.c:1035:14 in pdf_read_new_xref,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
mupdf/arvo_5865,mupdf,MSan,use-of-uninitialized-value /src/mupdf/include/mupdf/fitz/geometry.h:238:29 in fz_is_empty_irect,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
mupdf/arvo_5912,mupdf,MSan,use-of-uninitialized-value /src/mupdf/source/fitz/fitz-imp.h:191:7 in fz_drop_imp,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
mupdf/arvo_59207,mupdf,ASan,heap-use-after-free /src/mupdf/source/pdf/pdf-xref.c:2504:18 in pdf_cache_object,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
mupdf/arvo_59390,mupdf,MSan,use-of-uninitialized-value /src/mupdf/source/fitz/load-bmp.c:1324:7 in fz_load_bmp_subimage_count,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
mupdf/arvo_59418,mupdf,ASan,heap-buffer-overflow /src/mupdf/source/fitz/load-bmp.c:948:30 in bmp_read_palette,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
mupdf/arvo_59500,mupdf,ASan,stack-buffer-underflow /src/mupdf/source/fitz/load-bmp.c:920:30 in bmp_load_default_palette,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
mupdf/arvo_61237,mupdf,MSan,use-of-uninitialized-value /src/mupdf/source/fitz/printf.c:128:6 in fmtuint32,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
mupdf/arvo_63356,mupdf,MSan,use-of-uninitialized-value /src/mupdf/thirdparty/zlib/inflate.c:874:13 in inflate,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
mupdf/arvo_63831,mupdf,MSan,use-of-uninitialized-value /src/mupdf/include/mupdf/fitz/context.h:894:7 in fz_drop_imp,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
mupdf/arvo_64453,mupdf,ASan,SEGV (/lib/x86_64-linux-gnu/libc.so.6+0xbbcd2) (BuildId: 87b331c034a6458c64ce09c03939e947212e18ce),b46456c46838b2b090d7e6ded5bfdf1ff583dba7
mupdf/arvo_7367,mupdf,MSan,use-of-uninitialized-value /src/mupdf/source/fitz/fitz-imp.h:186:6 in fz_drop_imp,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
mupdf/oss-fuzz_42536080,mupdf,ASan,SEGV /src/mupdf/source/pdf/pdf-object.c:2405:7 in pdf_dict_get,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
mupdf/oss-fuzz_42537168,mupdf,ASan,heap-buffer-overflow /src/mupdf/source/pdf/pdf-op-run.c:214:38 in nest_layer_clip,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
mupdf/oss-fuzz_42537171,mupdf,ASan,heap-buffer-overflow /src/mupdf/source/pdf/pdf-op-run.c:214:38 in nest_layer_clip,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
net-snmp/arvo_36908,net-snmp,ASan,heap-buffer-overflow /src/net-snmp/snmplib/read_config.c:832:17 in read_config,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
net-snmp/arvo_40508,net-snmp,ASan,stack-buffer-overflow /src/net-snmp/snmplib/parse.c:3450:9 in check_utc,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
net-snmp/arvo_52465,net-snmp,ASan,heap-buffer-overflow /src/net-snmp/snmplib/asn1.c:1229:13 in asn_build_header,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
net-snmp/arvo_64315,net-snmp,ASan,stack-buffer-overflow /src/llvm-project/compiler-rt/lib/asan/../sanitizer_common/sanitizer_common_interceptors.inc:827:5 in __interceptor_memcpy,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
ntopng/arvo_60037,ntopng,ASan,"heap-buffer-overflow /src/ntopng/src/IEC104Stats.cpp:245:33 in IEC104Stats::processPacket(Flow*, bool, unsigned char const*, unsigned short, timeval*)",b46456c46838b2b090d7e6ded5bfdf1ff583dba7
ntopng/arvo_61538,ntopng,ASan,heap-buffer-overflow /src/llvm-project/compiler-rt/lib/asan/asan_interceptors.cpp:470:5 in __interceptor_strncpy,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
ntopng/arvo_61737,ntopng,ASan,heap-buffer-overflow /src/ntopng/src/Flow.cpp:5629:16 in Flow::setBittorrentHash(char*),b46456c46838b2b090d7e6ded5bfdf1ff583dba7
ntopng/arvo_61836,ntopng,ASan,"heap-buffer-overflow /src/ntopng/src/ICMPinfo.cpp:118:55 in ICMPinfo::dissectICMP(unsigned short, unsigned char const*)",b46456c46838b2b090d7e6ded5bfdf1ff583dba7
ntopng/arvo_65428,ntopng,ASan,heap-buffer-overflow /src/llvm-project/compiler-rt/lib/asan/asan_interceptors.cpp:470:5 in __interceptor_strncpy,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
oatpp/oss-fuzz_391916478,oatpp,ASan,"heap-buffer-overflow /src/oatpp/src/oatpp/json/Utils.cpp:276:29 in oatpp::json::Utils::escapeString(char const*, long, unsigned int)",b46456c46838b2b090d7e6ded5bfdf1ff583dba7
open62541/arvo_39741,open62541,ASan,ABRT (/lib/x86_64-linux-gnu/libc.so.6+0x4300b) in raise,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
openexr/arvo_46309,openexr,ASan,heap-buffer-overflow /src/llvm-project/compiler-rt/lib/asan/asan_interceptors_memintrinsics.cpp:22:3 in __asan_memcpy,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
openexr/arvo_59070,openexr,ASan,stack-buffer-overflow /src/llvm-project/compiler-rt/lib/asan/asan_interceptors_memintrinsics.cpp:22:3 in __asan_memcpy,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
openexr/arvo_59457,openexr,ASan,heap-buffer-overflow /src/openexr/src/lib/OpenEXRCore/internal_dwa_decoder.h:305:30 in LossyDctDecoder_execute,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
openjpeg/arvo_18979,openjpeg,ASan,SEGV /src/openjpeg/src/lib/openjp2/t2.c:471:79 in opj_t2_decode_packets,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
openjpeg/arvo_3305,openjpeg,ASan,heap-buffer-overflow /src/openjpeg/src/lib/openjp2/mct.c:433:25 in opj_mct_decode_real,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
openjpeg/arvo_47500,openjpeg,ASan,heap-buffer-overflow /src/llvm-project/compiler-rt/lib/asan/asan_interceptors_memintrinsics.cpp:26:3 in __asan_memset,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
opensc/arvo_18482,opensc,ASan,bad-free /src/llvm/projects/compiler-rt/lib/asan/asan_malloc_linux.cpp:123:3 in free,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
opensc/arvo_18798,opensc,ASan,heap-buffer-overflow /src/opensc/src/libopensc/card-setcos.c:791:21 in parse_sec_attr_44,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
opensc/arvo_18868,opensc,ASan,heap-buffer-overflow /src/opensc/src/libopensc/sc.c:218:25 in bebytes2ushort,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
opensc/arvo_19208,opensc,ASan,double-free /src/llvm-project/compiler-rt/lib/asan/asan_malloc_linux.cpp:123:3 in free,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
opensc/arvo_19222,opensc,ASan,heap-buffer-overflow /src/llvm-project/compiler-rt/lib/asan/asan_interceptors_memintrinsics.cpp:22:3 in __asan_memcpy,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
opensc/arvo_19251,opensc,ASan,stack-buffer-overflow /src/llvm-project/compiler-rt/lib/asan/asan_interceptors_memintrinsics.cpp:22:3 in __asan_memcpy,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
opensc/arvo_20131,opensc,ASan,global-buffer-overflow /src/opensc/src/libopensc/card.c:1149:23 in match_atr_table,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
opensc/arvo_23215,opensc,ASan,heap-buffer-overflow /src/opensc/src/libopensc/card-piv.c:1024:17 in piv_cache_internal_data,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
opensc/arvo_23787,opensc,ASan,memcpy-param-overlap /src/llvm-project/compiler-rt/lib/asan/asan_interceptors_memintrinsics.cpp:22:3 in __asan_memcpy,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
opensc/arvo_24183,opensc,ASan,heap-buffer-overflow /src/opensc/src/libopensc/card-asepcos.c:189:38 in asepcos_parse_sec_attr,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
opensc/arvo_25473,opensc,ASan,heap-buffer-overflow /src/llvm-project/compiler-rt/lib/asan/asan_interceptors.cpp:482:5 in strncpy,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
opensc/arvo_25885,opensc,ASan,heap-buffer-overflow /src/llvm-project/compiler-rt/lib/asan/asan_interceptors.cpp:482:5 in strncpy,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
opensc/arvo_25943,opensc,ASan,heap-buffer-overflow /src/opensc/src/libopensc/pkcs15-oberthur.c:460:38 in sc_oberthur_parse_publicinfo,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
opensc/arvo_26103,opensc,ASan,stack-buffer-overflow /src/llvm-project/compiler-rt/lib/asan/asan_interceptors_memintrinsics.cpp:22:3 in __asan_memcpy,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
opensc/arvo_27480,opensc,ASan,stack-buffer-overflow /src/opensc/src/libopensc/pkcs15-tcos.c:145:9 in insert_key,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
opensc/arvo_27719,opensc,ASan,stack-buffer-overflow /src/opensc/src/libopensc/pkcs15-tcos.c:155:31 in insert_key,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
opensc/arvo_28185,opensc,ASan,double-free /src/llvm-project/compiler-rt/lib/asan/asan_malloc_linux.cpp:127:3 in free,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
opensc/arvo_28383,opensc,ASan,stack-use-after-return /src/opensc/src/libopensc/pkcs15-tcos.c:252:12 in insert_pin,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
opensc/arvo_28843,opensc,ASan,heap-use-after-free /src/opensc/src/libopensc/sc.c:810:15 in sc_file_valid,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
opensc/arvo_29912,opensc,ASan,stack-buffer-overflow /src/opensc/src/libopensc/asn1.c:73:6 in sc_asn1_read_tag,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
opensc/arvo_30800,opensc,ASan,stack-buffer-overflow /src/opensc/src/libopensc/card-iasecc.c:1190:3 in iasecc_process_fci,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
opensc/arvo_32202,opensc,ASan,heap-buffer-overflow /src/llvm-project/compiler-rt/lib/asan/asan_interceptors_memintrinsics.cpp:22:3 in __asan_memcpy,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
opensc/arvo_32807,opensc,ASan,heap-buffer-overflow /src/opensc/src/libopensc/pkcs15-oberthur.c:978:24 in sc_pkcs15emu_oberthur_add_data,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
opensc/arvo_45552,opensc,ASan,heap-buffer-overflow /src/opensc/src/tests/fuzzing/../../../src/pkcs15init/profile.c:1254:24 in new_file,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
opensc/arvo_46653,opensc,ASan,heap-buffer-overflow /src/opensc/src/tests/fuzzing/../../../src/pkcs15init/pkcs15-lib.c:628:18 in sc_pkcs15init_delete_by_path,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
opensc/arvo_46679,opensc,ASan,stack-buffer-overflow /src/llvm-project/compiler-rt/lib/asan/asan_interceptors_memintrinsics.cpp:22:3 in __asan_memcpy,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
opensc/arvo_46852,opensc,ASan,SEGV /src/opensc/src/libopensc/pkcs15-pubkey.c:652:6 in sc_pkcs15_decode_pubkey_ec,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
opensc/arvo_47143,opensc,ASan,bad-free /src/llvm-project/compiler-rt/lib/asan/asan_malloc_linux.cpp:111:3 in __interceptor_free,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
opensc/arvo_47512,opensc,ASan,stack-buffer-overflow /src/opensc/src/libopensc/card-cardos.c:544:18 in cardos_list_files,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
opensc/arvo_47675,opensc,ASan,stack-buffer-overflow /src/opensc/src/libopensc/asn1.c:73:6 in sc_asn1_read_tag,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
opensc/arvo_49248,opensc,ASan,stack-buffer-overflow /src/opensc/src/libopensc/asn1.c:73:6 in sc_asn1_read_tag,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
opensc/arvo_50683,opensc,ASan,stack-buffer-overflow /src/llvm-project/compiler-rt/lib/asan/asan_interceptors_memintrinsics.cpp:22:3 in __asan_memcpy,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
opensc/arvo_53417,opensc,ASan,stack-buffer-overflow /src/opensc/src/libopensc/sc.c:467:61 in sc_path_print,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
opensc/arvo_53536,opensc,ASan,stack-buffer-overflow /src/opensc/src/libopensc/card-authentic.c:192:8 in authentic_get_tagged_data,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
opensc/arvo_53631,opensc,ASan,stack-buffer-overflow /src/llvm-project/compiler-rt/lib/asan/asan_interceptors_memintrinsics.cpp:26:3 in __asan_memset,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
opensc/arvo_53927,opensc,ASan,stack-buffer-overflow /src/opensc/src/tests/fuzzing/../../../src/pkcs15init/pkcs15-lib.c:692:27 in sc_pkcs15init_rmdir,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
opensc/arvo_56213,opensc,ASan,heap-buffer-overflow /src/llvm-project/compiler-rt/lib/asan/asan_interceptors_memintrinsics.cpp:22:3 in __asan_memcpy,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
opensc/arvo_58932,opensc,ASan,stack-buffer-overflow /src/opensc/src/libopensc/sc.c:467:61 in sc_path_print,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
opensc/arvo_60616,opensc,ASan,double-free /src/llvm-project/compiler-rt/lib/asan/asan_malloc_linux.cpp:52:3 in __interceptor_free,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
opensc/arvo_60672,opensc,ASan,heap-buffer-overflow /src/opensc/src/pkcs15init/pkcs15-setcos.c:352:13 in setcos_create_key,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
opensc/arvo_60769,opensc,ASan,stack-buffer-overflow /src/llvm-project/compiler-rt/lib/asan/asan_interceptors.cpp:438:5 in __interceptor_strdup,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
opensc/arvo_60971,opensc,ASan,heap-buffer-overflow /src/llvm-project/compiler-rt/lib/asan/asan_interceptors_memintrinsics.cpp:22:3 in __asan_memcpy,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
opensc/arvo_61750,opensc,ASan,"stack-buffer-overflow /src/llvm-project/compiler-rt/lib/asan/../sanitizer_common/sanitizer_common_interceptors_format.inc:553:9 in printf_common(void*, char const*, __va_list_tag*)",b46456c46838b2b090d7e6ded5bfdf1ff583dba7
opensc/arvo_61797,opensc,ASan,stack-buffer-overflow /src/opensc/src/libopensc/iasecc-sdo.c:220:3 in iasecc_crt_parse,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
opensc/arvo_63104,opensc,ASan,stack-buffer-overflow /src/opensc/src/libopensc/card-entersafe.c:123:13 in entersafe_reverse_buffer,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
opensc/arvo_63163,opensc,ASan,heap-buffer-overflow /src/llvm-project/compiler-rt/lib/asan/asan_interceptors_memintrinsics.cpp:22:3 in __asan_memcpy,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
opensc/arvo_63587,opensc,ASan,heap-buffer-overflow /src/opensc/src/libopensc/iasecc-sdo.c:374:6 in iasecc_parse_size,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
opensc/arvo_64181,opensc,ASan,bad-free /src/llvm-project/compiler-rt/lib/asan/asan_malloc_linux.cpp:52:3 in __interceptor_free,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
opensc/arvo_64215,opensc,ASan,heap-buffer-overflow /src/llvm-project/compiler-rt/lib/asan/asan_interceptors_memintrinsics.cpp:22:3 in __asan_memcpy,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
opensc/arvo_64522,opensc,ASan,stack-buffer-overflow /src/opensc/src/libopensc/asn1.c:1588:18 in asn1_decode_entry,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
opensc/arvo_64898,opensc,ASan,heap-use-after-free /src/opensc/src/pkcs15init/pkcs15-authentic.c:876:15 in authentic_emu_update_tokeninfo,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
opensc/oss-fuzz_42535468,opensc,ASan,heap-buffer-overflow /src/opensc/src/pkcs15init/pkcs15-openpgp.c:259:2 in openpgp_generate_key_rsa,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
opensc/oss-fuzz_42537670,opensc,ASan,heap-buffer-overflow /src/opensc/src/libopensc/card-openpgp.c:2797:2 in pgp_calculate_and_store_fingerprint,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
opensc/oss-fuzz_42537757,opensc,ASan,heap-buffer-overflow /src/opensc/src/pkcs15init/pkcs15-openpgp.c:259:2 in openpgp_generate_key_rsa,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
